yellow,0,8,1,7,0.0,7.73933906044e-05,1.14898946377e-05,8.29983756032e-05,1.2987012987e-05,8.00968281656e-05,2.08270418311e-05,8.57127551294e-05
parkingvalet,0,2,0,2,0.0,1.93483476511e-05,0.0,2.37138216009e-05,1.2987012987e-05,2.66989427219e-05,1.04135209156e-05,3.21422831735e-05
fur,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
screaming,0,2,1,1,0.0,1.93483476511e-05,1.14898946377e-05,1.18569108005e-05,1.2987012987e-05,2.66989427219e-05,2.08270418311e-05,2.14281887823e-05
hasselfree,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
disturb,1,9,6,4,1.47050173519e-05,8.706756443e-05,6.8939367826e-05,4.74276432018e-05,2.5974025974e-05,8.89964757396e-05,7.28946464089e-05,5.35704719559e-05
basics,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
wooden,1,1,1,1,1.47050173519e-05,9.67417382556e-06,1.14898946377e-05,1.18569108005e-05,2.5974025974e-05,1.77992951479e-05,2.08270418311e-05,2.14281887823e-05
clientele,0,3,3,0,0.0,2.90225214767e-05,3.4469683913e-05,0.0,1.2987012987e-05,3.55985902958e-05,4.16540836622e-05,1.07140943912e-05
laundrydry,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
wednesday,0,2,2,0,0.0,1.93483476511e-05,2.29797892753e-05,0.0,1.2987012987e-05,2.66989427219e-05,3.12405627467e-05,1.07140943912e-05
dogbecause,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
persisted,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
shouting,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
succession,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
reliable,2,2,2,2,2.94100347038e-05,1.93483476511e-05,2.29797892753e-05,2.37138216009e-05,3.8961038961e-05,2.66989427219e-05,3.12405627467e-05,3.21422831735e-05
specially,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
tired,11,27,11,27,0.000161755190871,0.00026120269329,0.000126388841014,0.000320136591612,0.000155844155844,0.000249190132071,0.000124962250987,0.000299994642953
negotiatingbreakfast,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
airhotel,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
hanging,0,5,3,2,0.0,4.83708691278e-05,3.4469683913e-05,2.37138216009e-05,1.2987012987e-05,5.33978854437e-05,4.16540836622e-05,3.21422831735e-05
bacon,2,0,2,0,2.94100347038e-05,0.0,2.29797892753e-05,0.0,3.8961038961e-05,8.89964757396e-06,3.12405627467e-05,1.07140943912e-05
scraper,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
elegant,31,8,9,30,0.00045585553791,7.73933906044e-05,0.000103409051739,0.000355707324014,0.000415584415584,8.00968281656e-05,0.000104135209156,0.000332136926126
second,12,41,40,13,0.000176460208223,0.000396641126848,0.000459595785507,0.000154139840406,0.000168831168831,0.000373785198106,0.000426954357538,0.000149997321476
279,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
scraped,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
lucious,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
blouse,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
errors,0,4,1,3,0.0,3.86966953022e-05,1.14898946377e-05,3.55707324014e-05,1.2987012987e-05,4.44982378698e-05,2.08270418311e-05,4.28563775647e-05
checkedin,2,0,0,2,2.94100347038e-05,0.0,0.0,2.37138216009e-05,3.8961038961e-05,8.89964757396e-06,1.04135209156e-05,3.21422831735e-05
thunder,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
cooking,0,3,1,2,0.0,2.90225214767e-05,1.14898946377e-05,2.37138216009e-05,1.2987012987e-05,3.55985902958e-05,2.08270418311e-05,3.21422831735e-05
contributed,1,1,1,1,1.47050173519e-05,9.67417382556e-06,1.14898946377e-05,1.18569108005e-05,2.5974025974e-05,1.77992951479e-05,2.08270418311e-05,2.14281887823e-05
notches,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
bonuses,1,1,0,2,1.47050173519e-05,9.67417382556e-06,0.0,2.37138216009e-05,2.5974025974e-05,1.77992951479e-05,1.04135209156e-05,3.21422831735e-05
pressed,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
specialist,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
insinuation,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
leaning,0,2,0,2,0.0,1.93483476511e-05,0.0,2.37138216009e-05,1.2987012987e-05,2.66989427219e-05,1.04135209156e-05,3.21422831735e-05
here,158,169,196,131,0.0023233927416,0.00163493537652,0.00225201934898,0.00155325531486,0.00206493506494,0.00151294008757,0.00205146362036,0.00141426045963
reported,1,7,4,4,1.47050173519e-05,6.77192167789e-05,4.59595785507e-05,4.74276432018e-05,2.5974025974e-05,7.11971805916e-05,5.20676045778e-05,5.35704719559e-05
china,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
dorm,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
shriek,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
kids,24,23,15,32,0.000352920416446,0.000222505997988,0.000172348419565,0.000379421145615,0.000324675324675,0.000213591541775,0.000166616334649,0.000353565114909
elaborate,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
unfriendly,0,14,5,9,0.0,0.000135438433558,5.74494731883e-05,0.000106712197204,1.2987012987e-05,0.000133494713609,6.24811254933e-05,0.000107140943912
reports,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
military,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
spotty,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
prewrapped,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
cancellation,0,5,2,3,0.0,4.83708691278e-05,2.29797892753e-05,3.55707324014e-05,1.2987012987e-05,5.33978854437e-05,3.12405627467e-05,4.28563775647e-05
golden,5,1,5,1,7.35250867596e-05,9.67417382556e-06,5.74494731883e-05,1.18569108005e-05,7.79220779221e-05,1.77992951479e-05,6.24811254933e-05,2.14281887823e-05
shoppingfor,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
selfcheck,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
explained,0,9,6,3,0.0,8.706756443e-05,6.8939367826e-05,3.55707324014e-05,1.2987012987e-05,8.89964757396e-05,7.28946464089e-05,4.28563775647e-05
replace,0,6,6,0,0.0,5.80450429533e-05,6.8939367826e-05,0.0,1.2987012987e-05,6.22975330177e-05,7.28946464089e-05,1.07140943912e-05
brought,14,26,19,21,0.000205870242927,0.000251528519464,0.000218307998116,0.00024899512681,0.000194805194805,0.000240290484497,0.000208270418311,0.000235710076606
059,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
scoffed,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
unit,1,8,4,5,1.47050173519e-05,7.73933906044e-05,4.59595785507e-05,5.92845540023e-05,2.5974025974e-05,8.00968281656e-05,5.20676045778e-05,6.4284566347e-05
dna,0,2,1,1,0.0,1.93483476511e-05,1.14898946377e-05,1.18569108005e-05,1.2987012987e-05,2.66989427219e-05,2.08270418311e-05,2.14281887823e-05
spoke,2,8,7,3,2.94100347038e-05,7.73933906044e-05,8.04292624637e-05,3.55707324014e-05,3.8961038961e-05,8.00968281656e-05,8.33081673245e-05,4.28563775647e-05
browse,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
42,5,0,3,2,7.35250867596e-05,0.0,3.4469683913e-05,2.37138216009e-05,7.79220779221e-05,8.89964757396e-06,4.16540836622e-05,3.21422831735e-05
coordinators,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
music,18,10,18,10,0.000264690312335,9.67417382556e-05,0.000206818103478,0.000118569108005,0.000246753246753,9.78961233135e-05,0.000197856897396,0.000117855038303
therefore,2,2,3,1,2.94100347038e-05,1.93483476511e-05,3.4469683913e-05,1.18569108005e-05,3.8961038961e-05,2.66989427219e-05,4.16540836622e-05,2.14281887823e-05
passport,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
strike,0,3,2,1,0.0,2.90225214767e-05,2.29797892753e-05,1.18569108005e-05,1.2987012987e-05,3.55985902958e-05,3.12405627467e-05,2.14281887823e-05
until,12,58,38,32,0.000176460208223,0.000561102081882,0.000436615996231,0.000379421145615,0.000168831168831,0.000525079206863,0.000406127315707,0.000353565114909
expiring,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
holy,0,2,2,0,0.0,1.93483476511e-05,2.29797892753e-05,0.0,1.2987012987e-05,2.66989427219e-05,3.12405627467e-05,1.07140943912e-05
relax,18,8,3,23,0.000264690312335,7.73933906044e-05,3.4469683913e-05,0.000272708948411,0.000246753246753,8.00968281656e-05,4.16540836622e-05,0.000257138265388
suntimes,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
yahoo,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
hurt,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
99,3,1,4,0,4.41150520558e-05,9.67417382556e-06,4.59595785507e-05,0.0,5.19480519481e-05,1.77992951479e-05,5.20676045778e-05,1.07140943912e-05
glass,6,13,12,7,8.82301041115e-05,0.000125764259732,0.000137878735652,8.29983756032e-05,9.09090909091e-05,0.000124595066035,0.000135375771902,8.57127551294e-05
90,1,1,2,0,1.47050173519e-05,9.67417382556e-06,2.29797892753e-05,0.0,2.5974025974e-05,1.77992951479e-05,3.12405627467e-05,1.07140943912e-05
midst,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
hold,0,15,10,5,0.0,0.000145112607383,0.000114898946377,5.92845540023e-05,1.2987012987e-05,0.000142394361183,0.000114548730071,6.4284566347e-05
95,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
circumstances,0,4,4,0,0.0,3.86966953022e-05,4.59595785507e-05,0.0,1.2987012987e-05,4.44982378698e-05,5.20676045778e-05,1.07140943912e-05
tastefully,6,0,5,1,8.82301041115e-05,0.0,5.74494731883e-05,1.18569108005e-05,9.09090909091e-05,8.89964757396e-06,6.24811254933e-05,2.14281887823e-05
locked,1,6,6,1,1.47050173519e-05,5.80450429533e-05,6.8939367826e-05,1.18569108005e-05,2.5974025974e-05,6.22975330177e-05,7.28946464089e-05,2.14281887823e-05
accomplishment,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
perfectthe,2,0,0,2,2.94100347038e-05,0.0,0.0,2.37138216009e-05,3.8961038961e-05,8.89964757396e-06,1.04135209156e-05,3.21422831735e-05
locker,0,2,2,0,0.0,1.93483476511e-05,2.29797892753e-05,0.0,1.2987012987e-05,2.66989427219e-05,3.12405627467e-05,1.07140943912e-05
example,2,3,3,2,2.94100347038e-05,2.90225214767e-05,3.4469683913e-05,2.37138216009e-05,3.8961038961e-05,3.55985902958e-05,4.16540836622e-05,3.21422831735e-05
oharethe,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
omelets,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
wand,2,0,2,0,2.94100347038e-05,0.0,2.29797892753e-05,0.0,3.8961038961e-05,8.89964757396e-06,3.12405627467e-05,1.07140943912e-05
hyatt,24,44,34,34,0.000352920416446,0.000425663648324,0.000390656417681,0.000403134967216,0.000324675324675,0.000400484140828,0.000364473232044,0.000374993303691
household,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
organized,1,2,0,3,1.47050173519e-05,1.93483476511e-05,0.0,3.55707324014e-05,2.5974025974e-05,2.66989427219e-05,1.04135209156e-05,4.28563775647e-05
suffocated,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
currency,2,0,0,2,2.94100347038e-05,0.0,0.0,2.37138216009e-05,3.8961038961e-05,8.89964757396e-06,1.04135209156e-05,3.21422831735e-05
caution,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
reviewing,1,1,1,1,1.47050173519e-05,9.67417382556e-06,1.14898946377e-05,1.18569108005e-05,2.5974025974e-05,1.77992951479e-05,2.08270418311e-05,2.14281887823e-05
want,51,74,58,67,0.000749955884948,0.000715888863091,0.000666413888985,0.000794413023631,0.000675324675325,0.000667473568047,0.000614397734018,0.0007285584186
absolute,3,3,2,4,4.41150520558e-05,2.90225214767e-05,2.29797892753e-05,4.74276432018e-05,5.19480519481e-05,3.55985902958e-05,3.12405627467e-05,5.35704719559e-05
preferably,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
hob,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
groaned,0,2,0,2,0.0,1.93483476511e-05,0.0,2.37138216009e-05,1.2987012987e-05,2.66989427219e-05,1.04135209156e-05,3.21422831735e-05
complaining,0,9,3,6,0.0,8.706756443e-05,3.4469683913e-05,7.11414648028e-05,1.2987012987e-05,8.89964757396e-05,4.16540836622e-05,7.49986607382e-05
travel,33,32,38,27,0.000485265572613,0.000309573562418,0.000436615996231,0.000320136591612,0.000441558441558,0.000293688369941,0.000406127315707,0.000299994642953
damage,0,3,2,1,0.0,2.90225214767e-05,2.29797892753e-05,1.18569108005e-05,1.2987012987e-05,3.55985902958e-05,3.12405627467e-05,2.14281887823e-05
revisit,1,2,0,3,1.47050173519e-05,1.93483476511e-05,0.0,3.55707324014e-05,2.5974025974e-05,2.66989427219e-05,1.04135209156e-05,4.28563775647e-05
machine,4,8,8,4,5.88200694077e-05,7.73933906044e-05,9.19191571013e-05,4.74276432018e-05,6.49350649351e-05,8.00968281656e-05,9.372168824e-05,5.35704719559e-05
how,39,65,43,61,0.000573495676725,0.000628821298661,0.00049406546942,0.000723271558828,0.000519480519481,0.000587376739881,0.000458194920284,0.000664273852253
hot,16,36,28,24,0.000235280277631,0.00034827025772,0.000321717049855,0.000284565859211,0.000220779220779,0.000329286960236,0.000301992106551,0.000267852359779
hop,1,2,2,1,1.47050173519e-05,1.93483476511e-05,2.29797892753e-05,1.18569108005e-05,2.5974025974e-05,2.66989427219e-05,3.12405627467e-05,2.14281887823e-05
confirmedthere,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
terrycloth,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
beauty,5,1,1,5,7.35250867596e-05,9.67417382556e-06,1.14898946377e-05,5.92845540023e-05,7.79220779221e-05,1.77992951479e-05,2.08270418311e-05,6.4284566347e-05
funny,1,1,0,2,1.47050173519e-05,9.67417382556e-06,0.0,2.37138216009e-05,2.5974025974e-05,1.77992951479e-05,1.04135209156e-05,3.21422831735e-05
knickerbockeras,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
pimps,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
wrong,3,40,16,27,4.41150520558e-05,0.000386966953022,0.000183838314203,0.000320136591612,5.19480519481e-05,0.000364885550532,0.000177029855564,0.000299994642953
beauti,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
extortion,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
types,4,1,4,1,5.88200694077e-05,9.67417382556e-06,4.59595785507e-05,1.18569108005e-05,6.49350649351e-05,1.77992951479e-05,5.20676045778e-05,2.14281887823e-05
colorfully,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
effective,1,1,1,1,1.47050173519e-05,9.67417382556e-06,1.14898946377e-05,1.18569108005e-05,2.5974025974e-05,1.77992951479e-05,2.08270418311e-05,2.14281887823e-05
headquarters,0,2,2,0,0.0,1.93483476511e-05,2.29797892753e-05,0.0,1.2987012987e-05,2.66989427219e-05,3.12405627467e-05,1.07140943912e-05
baggage,0,3,0,3,0.0,2.90225214767e-05,0.0,3.55707324014e-05,1.2987012987e-05,3.55985902958e-05,1.04135209156e-05,4.28563775647e-05
18th,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
keeps,1,2,2,1,1.47050173519e-05,1.93483476511e-05,2.29797892753e-05,1.18569108005e-05,2.5974025974e-05,2.66989427219e-05,3.12405627467e-05,2.14281887823e-05
nonsensical,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
wind,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
wine,41,25,37,29,0.000602905711429,0.000241854345639,0.000425126101594,0.000343850413213,0.000545454545455,0.000231390836923,0.000395713794791,0.000321422831735
feedback,0,2,2,0,0.0,1.93483476511e-05,2.29797892753e-05,0.0,1.2987012987e-05,2.66989427219e-05,3.12405627467e-05,1.07140943912e-05
welcomed,5,1,4,2,7.35250867596e-05,9.67417382556e-06,4.59595785507e-05,2.37138216009e-05,7.79220779221e-05,1.77992951479e-05,5.20676045778e-05,3.21422831735e-05
murals,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
watereddown,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
rewarded,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
welcomes,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
californians,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
fit,8,8,8,8,0.000117640138815,7.73933906044e-05,9.19191571013e-05,9.48552864037e-05,0.000116883116883,8.00968281656e-05,9.372168824e-05,9.64268495205e-05
bringing,4,2,2,4,5.88200694077e-05,1.93483476511e-05,2.29797892753e-05,4.74276432018e-05,6.49350649351e-05,2.66989427219e-05,3.12405627467e-05,5.35704719559e-05
fix,1,27,12,16,1.47050173519e-05,0.00026120269329,0.000137878735652,0.000189710572807,2.5974025974e-05,0.000249190132071,0.000135375771902,0.00018213960465
hidden,1,1,1,1,1.47050173519e-05,9.67417382556e-06,1.14898946377e-05,1.18569108005e-05,2.5974025974e-05,1.77992951479e-05,2.08270418311e-05,2.14281887823e-05
easier,1,1,0,2,1.47050173519e-05,9.67417382556e-06,0.0,2.37138216009e-05,2.5974025974e-05,1.77992951479e-05,1.04135209156e-05,3.21422831735e-05
duvet,2,5,7,0,2.94100347038e-05,4.83708691278e-05,8.04292624637e-05,0.0,3.8961038961e-05,5.33978854437e-05,8.33081673245e-05,1.07140943912e-05
slate,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
vouchers,2,1,3,0,2.94100347038e-05,9.67417382556e-06,3.4469683913e-05,0.0,3.8961038961e-05,1.77992951479e-05,4.16540836622e-05,1.07140943912e-05
coast48night,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
interrupt,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
sixteen,1,0,1,0,1.47050173519e-05,0.0,1.14898946377e-05,0.0,2.5974025974e-05,8.89964757396e-06,2.08270418311e-05,1.07140943912e-05
silver,1,0,0,1,1.47050173519e-05,0.0,0.0,1.18569108005e-05,2.5974025974e-05,8.89964757396e-06,1.04135209156e-05,2.14281887823e-05
headboard,1,1,0,2,1.47050173519e-05,9.67417382556e-06,0.0,2.37138216009e-05,2.5974025974e-05,1.77992951479e-05,1.04135209156e-05,3.21422831735e-05
represents,0,1,1,0,0.0,9.67417382556e-06,1.14898946377e-05,0.0,1.2987012987e-05,1.77992951479e-05,2.08270418311e-05,1.07140943912e-05
haphazardly,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
accomidations,0,2,0,2,0.0,1.93483476511e-05,0.0,2.37138216009e-05,1.2987012987e-05,2.66989427219e-05,1.04135209156e-05,3.21422831735e-05
noticably,0,1,0,1,0.0,9.67417382556e-06,0.0,1.18569108005e-05,1.2987012987e-05,1.77992951479e-05,1.04135209156e-05,2.14281887823e-05
spotless,11,0,5,6,0.000161755190871,0.0,5.74494731883e-05,7.11414648028e-05,0.000155844155844,8.89964757396e-06,6.24811254933e-05,7.49986607382e-05
